COMMENT_ID,AUTHOR,DATE,CONTENT,TYPE
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Emily Hamilton,2014-11-05 8:42:06,مصر عملت كل اشي عشان تاخد قلبي كله.. الله يحفظك يا ام الدنيا ️ وكل رمضان وانت بخير وتفرحينا دايماً تحية لمصر والشعب المصري الجدع من فلسطين,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,rolle54100,2014-11-05 10:43:27,الاغنيه بتعبر عن الشعب المصري جدا الشعب العنيد اللذي لا يقه,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,MrBrunoExtreme,2014-11-05 15:10:43,"مالحكم الذي يستحقه فهد بعد أن نحر شقيقه الأصغر منه,غيرة منه؟! https://t.co/lpLk2Jqfvu https://t.co...",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,xMasterGGx,2014-11-05 15:25:34,اختياره لمواضيع الحلقات و اسلوبه في توضيح المعلومة بشكل كوميدي  يدل علي عبقريته,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,pro stomper,2014-11-05 15:27:34,لم يحتمل خيانة أخيه له ......فنحره!!! https://t.co/lpLk2Jqfvu https://t.co/baEFLGg1h3,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Abdinasir Omar,2014-11-05 15:28:28,نا كا مصريه فخوره و مبسوطه جدا من تعليقات كل العرب بجد انتم فخر لينا زي ما انتم معتبرنا فخر ليكو,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Aleksaivan Neidert,2014-11-05 15:35:49, أنت افضل شخص بيفهم البرمجه في اليوتيوب والله ,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Luat ha hpuoc,2014-11-05 15:38:10,الواحد مش عارف بجد يوصف جمال الفيديو ولا يشكرك ازاى انك عاملته فعلا من اكتر الحاجات اللى بتخلى اى واحد يكره المجال أنه بيلاقي ابسط حاجة صعبة جدا جدا عليه ومش عارف يعملها جزاك الله خيرا,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,abdellah chafouai,2014-11-05 16:12:51,"
ظلت تحلم وتطمح وتحاول حتى استطاعت شراء البيت الذي كانت تخدم فيه.... فكيف تم ذلك؟ https://t.co/XRz..",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Brotha B,2014-11-05 16:18:58,تفاجأ الجميع من مصدر أموال هذه الخادمة عندما اشترت المنزل الذي تعمل فيه!! https://t.co/XRzteVFDhx ...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Amir effect,2014-11-05 17:18:14,انا منغيرك كنت هضيع ربنا بيحبنى انى لقيت كورساتك,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,lakis constantinou,2014-11-05 18:02:31,جزيل الشكر لك اخي احمد عادل يعطيك كل خير يارب استفدت و تعلمت منك الكثير نورتنا الله ينورك ويزيدك في علمك ودعوة لوالديك بالخير,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,just a filthy kafir,2014-11-05 18:05:17,بارك الله في حضرتكم استاذ الله يحفظ حضرتكم ويوفق حضرتكم نقدر هذا المجهود الرائع,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,HarveyIsTheBoss,2014-11-05 18:16:55,اناربنا فتحها في وشي من ساعة ما شوفتك غيرت مسار حياتي ،من طريق النار،الي طريق الجنة ،احمدك يا الله ،شكرا حازم شومان,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,M7AMDksa,2014-11-05 19:51:38,ضحكة دكتور حازم بتفرح قلبي اللهم احشرني معه ف الفردوس الاعلى من الجنه مع النبيين والصديقين والصالحين وحسن أولئك رفيقا,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Noah François,2014-11-05 20:15:09,اللحظات الصعبة في حياتك مش هتعديها غير بالدعاء,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Neely Nesley,2014-11-05 20:19:26,يقال أن الحب أعمى ...فهل أعمى الحب عيني رزان فقامت بقتل زوجها؟؟ وهل صحيح أنه من الحب ما قتل؟ تابع ...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,BmwManDexter,2014-11-05 20:33:15,البيتكوين يتخطى ال7000$ ويتجه للأعلى فهل ترغب بالربح؟ https://t.co/2pBc7KvKba https://t.co/gm87vmW...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,KodysMan Dunt Know,2014-11-05 21:10:09,"
البيتكوين في صعود مستمر وفرحة عارمة تغمر الرابحين من شراءه بأسعار أقل سارع وانضم أنت أيضاً لتربح م...",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,nachopinca3901,2014-11-05 21:14:36,من أجمل الخطب اللي تتحفر في القلب والعقل والله,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Mehmet Demirel,2014-11-05 21:25:27,ظلت تحلم وتطمح وتحاول حتى استطاعت شراء البيت الذي كانت تخدم فيه.... فكيف تم ذلك؟ https://t.co/XR...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,PacKmaN,2014-11-05 21:56:39,"
البيتكوين في صعود مستمر وفرحة عارمة تغمر الرابحين من شراءه بأسعار أقل سارع وانضم أنت أيضاً لتربح م...",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Alessandro leite,2014-11-05 22:21:36,عندما بدأت العمل كخادمة في هذا المنزل لم تكن تتوقع أن تفتح لها أبواب السعادة والنجاح تابع قصة هذه ال...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,TLouX music,2014-11-05 22:41:42,لم تتوقع والده ردة فعله العنيفة عندما علم بخطبة حبيبته لأخيه!!! https://t.co/tV1nwCJNju https:...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Tyrek Sings,2014-11-05 22:50:02,ما هو الالستثمار الأمثل في عالم يضج بالأحداث الغير مستقرة؟؟!! https://t.co/2pBc7KvKba https://t.c...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,NursePoison,2014-11-06 1:12:14,اللهم يا مقلب القلوب ثبت قلبي على دينك,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Peter Johnson,2014-11-06 1:44:12,من رجل أعمال ناجح....إلى قاتل لأخيه بدم بارد...كيف تحول فهد؟! https://t.co/tV1nwCJNju https://t.co...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,MiningBip3,2014-11-06 2:22:00,كيف ستؤثر خطوة كوريا الجنوبية الإيجابية على العملات الرقمية؟ https://t.co/2pBc7KvKba https://t.co/...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Ju`Wan Wright,2014-11-06 2:39:07,مؤسسة النقد العربي السعودي:لا حظر على استثمار السعوديين في عملة البيتكوين خارجيًّا https://t.co/2p...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,CronicleFPS,2014-11-06 3:10:26,RT @Btc2Trade: كيف يمكن الاستفادة من أسعار البيتكوين بغض النظر سواء كانت مرتفعة أم منخفضة؟!!! htt...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,marye,2014-11-06 4:42:33,اللهم إني توكلت عليك ووكلت امري اليك يارب يارب انت ادري بما أمر به وانت ادري بأوجاع القلوب وهمومنا اللهم اهدنا وفرج كروبنا,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Giang Nguyen,2014-11-06 4:54:22,ي لا تتعذب حبيبته نحر أخاه!!! تابع تفاصيل جريمة رجل الأعمال فهد الرشيدي https://t.co/tV1nwCJNju...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Giang Nguyen,2014-11-06 4:55:41,كي لا تتعذب حبيبته نحر أخاه!!! تابع تفاصيل جريمة رجل الأعمال فهد الرشيدي https://t.co/tV1nwCJNju ...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,MasterRobotTV,2014-11-06 5:40:43,"
قد يكون الفقر سبباً في تعاسة الكثيرين....لكن هذه الخادمة استطاعت بذكائها شراء مكان عملها!! https:...",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,ROB YSF,2014-11-06 9:15:12,"
كيف يمكتتا الربح من البيتكوين وغيرها من العملات الرقمية؟ https://t.co/h3qm5dNR8y https://t.co/xwK0...",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Rancy Gaming,2014-11-06 9:41:07,مالذي فكر فيه فهد لحظة نحر أخيه ولماذا اقترف هذا الذنب؟ https://t.co/lpLk2Jqfvu https://t.co/eDyUA..,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,FatPocketsTv,2014-11-06 9:49:14,"
حصريا 💯💯 متابعين سناب شات خليجى حقيقي متفاعلين 🎀 ——- 100% جميع الإضافات تتم عبر النشر...",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Holly,2014-11-06 13:41:30,بيع متابعين - سناب - انستجرام - يوتيوب -ريتويت - لايكات - مشاهدات -تعليقات -منشن - رفع هاشتاج ...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,unknown,2014-11-06 14:50:18,بالله عليك يا شيخ ادعي لي ولزوجي بالهداية والصلاح والتوفيق,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,"thevlogmasters Vlog, Challenges en nog veel meer!",2014-11-06 15:28:54,اللهم حقق حلمي وحلم أبي وإمي وكل من كتب آمين يارب,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Freddie Barton,2014-11-06 15:31:35,"
حصريا متابعين سناب شات خليجي حقيقي متفاعلين #مشاهدات_سناب #حسابات_سناب #نشر_سناب ...",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Sean Ortiz,2014-11-06 16:48:02,يتوفر اشتراك شهري ريتويت خليجي حقيقي,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,ZodexHD,2014-11-06 17:50:59, لايكات للصور - مشاهده فيديو - كيفية زيادة المتابعين - كيفية شراء متابعين - نشر تغريدة - اشهار الحس...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Andr3wco7,2014-11-06 17:59:30,اللهم اغفر لي وارحمني واهدني وعافني وأرزقني,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,michelle clough,2014-11-06 18:00:04,بالنسبالي شعور الوحده افضل بكتير من شعور التواجد مع ناس منافقين ..بحس دايما بالراحه لما بكون لوحدي اصلا =),0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,lebanonwarior1,2014-11-06 18:07:21,"ابقا وحيدة لو لزم الامر لاكن لا تجعلق جوعك للعلاقات يجعلك تتعرف على اشخاص غير حقيقين وسامين ضرر الوحدة اقل من ضرر مشاركة وقتك معا اشخاص سامين اجعل لوقتك ونفسك قيمة

",0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,amine moha,2014-11-06 18:11:37,حصريا بيع متابعين تويتر 🐦 https://t.co/pBb5A4OBiH,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,PacKmaN,2014-11-06 18:23:21,تويتر حصريا متابعين تويتر عرب ضمان مدي الحياه #شراء_متابعين #زياده_متابعين #اعلانا...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,fad lad,2014-11-06 18:24:19,@Turki_alalshikh 💎أفضل بيع متابعين💎 👤 ⭕️لانحتاج كلمة السر ⭕️تنفيذ فوري ⭕️سرية تامة ...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Digital Media Butterfly,2014-11-06 18:55:14,الوحدة قوة كبيرة،  يجب ان تتعلم كيف تبقى لوحدك,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,JackTheLad,2014-11-06 19:00:11,"سناب شات حصريا ‘ 30متابع + 30 مشاهدة + 30 كومنت على سناب شات , عرض التفاعل ☝️",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,JoelR Ch,2014-11-06 19:28:25,#نواف_العابد_شبابي yuu 💎أفضل بيع متابعين💎 👤 ⭕️لانحتاج كلمة السر ⭕️تنفيذ فوري ⭕️سر...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,OverSpace33,2014-11-06 19:40:59,#عطنا_مشهور_يستحق_الشهره 💎أفضل بيع متابعين💎 👤 ⭕️لانحتاج كلمة السر ⭕️تنفيذ فوري ⭕️سر...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Detroit Red Wings,2014-11-06 20:55:09,♦️بيع متابعين تويتر_سناب_انستقرام ♦️رتويت ♦️ بيع اصوات وبسرعه عاليه ✔️ ♦️هشتاق ترند تحديد ♦️...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,DirtySouthFlorida3,2014-11-06 22:00:58,RT @c7_hqn: بمناسبة العام الهجري الجديد خصم علي كل الخدمات 👉 العروض اعلاه سارية لمدة 24 س...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,David Boček,2014-11-06 22:40:49,ـــــــــــــــــــــــــــــــــ إنستقرام • كافة خدمات لايكات انستقرام تعمل بشكل ممتاز، ا...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Jackal James,2014-11-06 22:53:08,#الصفحة_الأولى من #صحيفة_الشرق | #الجمعة 27-10-2017 https://t.co/TejJzFUCaS #ا...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Goran Theboss,2014-11-06 23:16:52,الآن على الموقع | عدد اليوم كاملا بصيغة PDF على الرابط https://t.co/rlFQx0eDMn https://t.co/A...,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,YoungBrothersRecords,2014-11-06 23:22:32,مالذي دفعه لقتل شقيقه؟ أهو المال أم الحب؟!!! https://t.co/lpLk2Jqfvu https://t.co/aCxO8z7ihn,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Chinsoman Films,2014-11-07 1:22:02,مالذي دفعه لقتل شقيقه؟ أهو المال أم الحب؟!!! https://t.co/lpLk2Jqfvuhttps://t.co/aCxO8z7ihnn,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Moymoy Palaboy,2014-11-07 1:24:27,سر النجاح هو الاستيقاظ مبكرا ولو وقت صلاة الفجر يبقى كده صحيح اليوم ٤٨ ساعة,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Mason Sieverding,2014-11-07 1:50:10,"
ثابرت وعملت بذكاء حتى استطاعت هذه الخادمة الوافدة من شراء المنزل الذي عملت فيه!! https://t.co/Jkk..",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,VIP 2NEXO,2014-11-07 2:02:02,في ملاحظة حلوة عم بستمتع فيها وهي طريقة أداء الشخص يلي عم يشرحلنا ويختصرلنا الكتب، لانه طريقة الأداء مهمة والآن بي أخضر أصبحت افضل  ف شكرا جزيلا .,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Gaming 101,2014-11-07 4:13:47,"شرح مبسط و فكاهي و جميل لا يمل أبدا 
مبدع كعادتك",0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Chack Jason,2014-11-07 4:39:08,جزاك الله خيرا.... أود أن أضيف الى النصائح القيمة التي ذكرتها من تجربتي أنني في كل عام أكتب لنفسي نصائح للعام التالي لاستغلال رمضان بالشكل الأمثل وأحتفظ بها في صندوق شخصي لعلي أختصر بعض الأيام من أول رمضان لحين اكتشاف الروتين الأفضل والأنسب لصحتي وانتاجيتي... فعلى سبيل المثال كتبتُ لنفسي ذات مرة أنني أردتُ أداء التراويح في المسجد لكنني كنتُ أقرر أن أخلد للنوم لمدة ٤٥ دقيقة بعد تناول الإفطار وأداء صلاة المغرب لكنها كانت على الأغلب تستمر لأكثر من ذلك وينتهي بيَ الأمر بتفويت الذتراويح جماعة في المسجد... فوجدتُ أن الحل هو تحضير الطعام مبكرا قليلا والنوم لمدة ساعة أو أقل بقليل قبل أذان المغرب مباشرة حيث لا بد لي أن أستيقظ على وقت الأذان... قراءتي لرسالتي لنفسي في المستقبل وفر عليّ خسارة اسبوع من التجارب الفاشلة...,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Kitts Hausman,2014-11-07 4:48:01,"
بصفه عامه ذكر اللمسه الدينيه أو الروحانيه بفيديوهات حضرتك بتخلى المقاطع خفيفه أو فيها حياه بالنسبه ليا إحساس مختلف عن المقاطع الخاليه من ذكر الله ولو بسيط ومقتصره على جانب علمى فقط فكل محتوى ليها .النوعيه دى وانا بشوفها بحسها فيها جفاء وتقيله مع إنها مفيده وتقريبا غالب المجالات الإسلام له إشاره فيها. فقناتكم فعلا مميزه ربنا يتقبل وييسرلكم الحال وفتطوير ونجاح مستمر",0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,TheInfectedDoge Gameplay,2014-11-07 5:04:28,ربنا يا ابني يجبر بخاطرك زي ما بتجبر بخاطر ربات البيوت جبرة في السما وجبرة في الارض,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Warrdrew,2014-11-07 7:46:57,كتب الله أجرك أخونا علي على تذكيرك المستمر للأمور النافعة و المفيدة في حياة الإنسان ، جزاك الله عنَّا خير الجزاء و كلَّ عامٍ و أنت و من تُحب بصحة و عافية وسلام,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Parssa Alimadad,2014-11-07 7:54:13,"حقيقة انت من  الشباب الذين ينفعون أمتهم يعرفون اهمية الوقت ويحددون اهدافهم  , اهتميت بجميع المواضيع الدنيوية والاخروية , وطريقة ايصال المعلومة رائعة جداً اول  مرة اشوف قناتك اتمنى لك التوفيق  والإستمرارية  اختك من المغرب, رمضان كريم ",0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Adrian Skalak,2014-11-07 8:19:37,"مرحبًا، أنا مدير توظيف فى أمازون ونبحث حاليًا عن 80 موظفًا عبر الإنترنت بدوام جزئى، بالعمل من المنزل باستخدام الهاتف المحمول، يمكنك بسهولة كسب 1000 إلى 3000 جنيه مصرى فى اليوم، ويتم دفع الراتب فى نفس اليوم.. مهام العمل بسيطة ويمكن القيام بها فى أى مكان، يرجى الاتصال بنا عبر الضغط على الرابط ""رابط تليجرام""، والاتصال بنا ""رابط مجهول"".. ملاحظة يجب ألا يقل عمر المتقدمين عن 20 عامًا، ولا يمكن للطلاب المشاركة",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,BeatBoxBaaa,2014-11-07 9:04:08,والله العظيم ساضغط علي هذا الرابط لاتنسي فقد حلفت,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Cool Ong,2014-11-07 9:55:39,فعلا التوازن بين التفائل والتشاؤم راح تجعل حياتك مستقره فكلاهما مفيد، التفائل للطموح والعمل والاجتهاد، والتشاؤم الحذر واخذ الحيطه والانتباه، الحلقه هذي فتحت عيني على أمور كثيره,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Uroš Slemenjak,2014-11-07 12:08:13,"مرحبًا، أنا مدير توظيف فى أمازون ونبحث حاليًا عن 80 موظفًا عبر الإنترنت بدوام جزئى، بالعمل من المنزل باستخدام الهاتف المحمول، يمكنك بسهولة كسب 1000 إلى 3000 جنيه مصرى فى اليوم، ويتم دفع الراتب فى نفس اليوم.. مهام العمل بسيطة ويمكن القيام بها فى أى مكان، يرجى الاتصال بنا عبر الضغط على الرابط ""رابط تليجرام""، والاتصال بنا ""رابط مجهول"".. ملاحظة يجب ألا يقل عمر المتقدمين عن 20 عامًا، ولا يمكن للطلاب المشاركة",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Adam Mudd,2014-11-07 12:16:08,بعد أيام من الغرق في سلاسل أفكاري... ادخلت البهجة إلى قلبي... محتوى رائع شكراً للدحيح والفريق,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Cromwell John Pascual,2014-11-07 12:51:06,حب اكتر حلقات الدحيح عن مجال النفس والطب والتاريخ والرياضيات والاقتصاد وكل حاجة بحب اكتر كل حلقات الدحيح ,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Starfire003,2014-11-07 12:58:57,ناصر شخصية أكثر من رائعة شكراً لك على المحتوى القيم الذي لا يقدر بثمن,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Lindsay Wofford,2014-11-07 13:12:45,من افضل المحتويات في اليوتيوب العربي وباذن الله العالمي في المستقبلي,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Romeo Sweeney,2014-11-07 13:33:12,شكراً لكم على جهودكم التي لا تقدر بثمن,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Thanh Phong,2014-11-07 13:48:31,قرأه سوره البقره يوميآ بعد صلاة الفجر تسبيح حتى طلوع الفجر,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Callum Barr,2014-11-07 13:49:41,"مرحبًا، أنا مدير توظيف فى أمازون ونبحث حاليًا عن 80 موظفًا عبر الإنترنت بدوام جزئى، بالعمل من المنزل باستخدام الهاتف المحمول، يمكنك بسهولة كسب 1000 إلى 3000 جنيه مصرى فى اليوم، ويتم دفع الراتب فى نفس اليوم.. مهام العمل بسيطة ويمكن القيام بها فى أى مكان، يرجى الاتصال بنا عبر الضغط على الرابط ""رابط تليجرام""، والاتصال بنا ""رابط مجهول"".. ملاحظة يجب ألا يقل عمر المتقدمين عن 20 عامًا، ولا يمكن للطلاب المشاركة",1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,funtimekid1199,2014-11-07 14:11:41,والله العظيم ساضغط علي هذا الرابط لاتنسي فقد حلفت,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,css403,2014-11-07 14:25:48,الكلامات تعجز عن وصف عملك الرائع الذي لايقدر بثمن,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Dovydas Baranauskas,2014-11-07 14:29:19,شاهد الان قبل الحذف رجل يذهب ماشيا من جنوب افريقيا الي استاد القاهرة,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,전광용,2014-11-07 15:14:48,أفضل من يتحدث عن الكتب ويلخصها .. استمر,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,sagar basnet,2014-11-07 15:31:25,ناصر انريد كتاب فاتتني صلاه,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Vitor Belliny,2014-11-07 15:43:29,"فكرني بمقولة هولمز "" أنت ترى لكنك لا تلاحظ هنا يكمن الفارق """,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Gianpaolo T,2014-11-07 15:58:09,أنا كنت منتبه مع عدد التمريرات و مع ذلك شفت الغوريلا عادي,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,josson 64,2014-11-07 15:58:57,حلقة رائعة كالمعتاد,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Isuzu,2014-11-07 16:38:47,ماشاء الله امي وريتها المقطع وقالتلي في 15 تمريرة قلت وبكل ثقة ومالاحظتي حاجة ؟ قالت فيه غوريلا مشت بينهم وراحت ، (انصدمت),0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,jayson calzado,2014-11-07 17:03:01,يا ناصر ننتظرك من دوباميكافين,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,O sábio das 7 eras,2014-11-07 17:06:48,ادخل علي البث المباشر الان😀😀,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Pro Video,2014-11-07 17:53:51,ارسل الأن حلم او دريم لرقم 15715 للحصول علي 15000 دولار في الاسبوع الواحد,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Vepi road to TIx,2014-11-07 17:54:36,بحياتك بتشوف كثير ناس تتفلسف وأغلبهم من جهل..بس حتى تفرق بين اللي يعرف واللي لا، لازم تقرأ كتاب الغوريلا الخفية اللي بتتعرف عليهم أكثر وبتنصدم أن لهم أنواع كمان!,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Bert Dionne,2014-11-07 18:05:40,دائمآ متألق ناصر,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,no honesty,2014-11-07 18:11:06,والله يا خويا ناصر انت فنان ❤️ و إنسان نصوح ما شاء الله 🌹 الله ينورك 🤲 كل الاحترام و التقدير من الجزائر,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,LaunchPad Mad,2014-11-07 18:11:56,انتهت بطاقتك الاتمانيه يمكنك التحديث الان من خلال الرابط التالي:,1
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Aj Riberal,2014-11-07 18:52:29,دائما  مبدع في ايصال المعلومه والمعرفه,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,SRK FAN,2014-11-07 19:18:25,افضل قناة طحت عليها هذه الفتره فيها كل الناس اللي احب اتابعهم واستفيد منهم شكرا مره,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Ben Stalker,2014-11-07 19:27:45,كيف اصارحك استاذ ناصر اني شفت الغوريلا من اول مره ,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,xxxTheMikeTxxx,2014-11-07 19:33:03,احببت ثقافتك فالكتب و محتواك,0
LZQPQhLyRh80UYxNuaDWhIGQYNQ96IuCg-AYWqNPjpU,Kemal Kurtoglu,2014-11-07 19:33:46,للحصول علي ايفون مجانا اضغط علي الرابط التالي الان,1
